Country,State,State LGD Code,Year,Month,Settlement of Integrated goods and services tax ( IGST )_avg,Settlement of Integrated goods and services tax ( IGST )_max,Settlement of Integrated goods and services tax ( IGST )_min,Settlement of Integrated goods and services tax ( IGST )_sum,Settlement of Integrated goods and services tax ( IGST )_count,Settlement of Integrated goods and services tax ( IGST )_stddev,Settlement of Integrated goods and services tax ( IGST )_LandAreaWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationWeight,Settlement of Integrated goods and services tax ( IGST )_NumberOfHouseholdsWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationMaleWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationFemaleWeight
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","February, 2020",137.0,137.0,137.0,137.0,1,,137.0,137.0,137.0,137.0,137.0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","March, 2020",131.708029,131.708029,131.708029,131.708029,1,,131.708,131.708,131.708,131.708,131.708
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","April, 2020",13.61,13.61,13.61,13.61,1,,13.61,13.61,13.61,13.61,13.61
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","May, 2020",45.92,45.92,45.92,45.92,1,,45.92,45.92,45.92,45.92,45.92
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","June, 2020",79.4,79.4,79.4,79.4,1,,79.4,79.4,79.4,79.4,79.4
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","July, 2020",166.388350928,166.388350928,166.388350928,166.388350928,1,,166.388,166.388,166.388,166.388,166.388
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","August, 2020",157.447418716,157.447418716,157.447418716,157.447418716,1,,157.447,157.447,157.447,157.447,157.447
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","September, 2020",167.951812362,167.951812362,167.951812362,167.951812362,1,,167.952,167.952,167.952,167.952,167.952
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","October, 2020",207.213147363,207.213147363,207.213147363,207.213147363,1,,207.213,207.213,207.213,207.213,207.213
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","November, 2020",167.548641753,167.548641753,167.548641753,167.548641753,1,,167.549,167.549,167.549,167.549,167.549
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020","December, 2020",198.760102492,198.760102492,198.760102492,198.760102492,1,,198.76,198.76,198.76,198.76,198.76
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","January, 2021",183.702718143,183.702718143,183.702718143,183.702718143,1,,183.703,183.703,183.703,183.703,183.703
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","February, 2021",130.659894341,130.659894341,130.659894341,130.659894341,1,,130.66,130.66,130.66,130.66,130.66
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","March, 2021",120.930031504,120.930031504,120.930031504,120.930031504,1,,120.93,120.93,120.93,120.93,120.93
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","April, 2021",232.039559278,232.039559278,232.039559278,232.039559278,1,,232.04,232.04,232.04,232.04,232.04
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","May, 2021",77.097243507,77.097243507,77.097243507,77.097243507,1,,77.097,77.097,77.097,77.097,77.097
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","June, 2021",129.259089355,129.259089355,129.259089355,129.259089355,1,,129.259,129.259,129.259,129.259,129.259
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","July, 2021",291.803914669,291.803914669,291.803914669,291.803914669,1,,291.804,291.804,291.804,291.804,291.804
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","August, 2021",224.673427581,224.673427581,224.673427581,224.673427581,1,,224.673,224.673,224.673,224.673,224.673
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","September, 2021",195.562854166,195.562854166,195.562854166,195.562854166,1,,195.563,195.563,195.563,195.563,195.563
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","October, 2021",230.621708585,230.621708585,230.621708585,230.621708585,1,,230.622,230.622,230.622,230.622,230.622
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","November, 2021",216.701358812,216.701358812,216.701358812,216.701358812,1,,216.701,216.701,216.701,216.701,216.701
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021","December, 2021",174.679550188,174.679550188,174.679550188,174.679550188,1,,174.68,174.68,174.68,174.68,174.68
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","January, 2022",256.521663692,256.521663692,256.521663692,256.521663692,1,,256.522,256.522,256.522,256.522,256.522
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","February, 2022",169.668184844,169.668184844,169.668184844,169.668184844,1,,169.668,169.668,169.668,169.668,169.668
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","March, 2022",203.675094714,203.675094714,203.675094714,203.675094714,1,,203.675,203.675,203.675,203.675,203.675
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","April, 2022",302.2285724,302.2285724,302.2285724,302.2285724,1,,302.229,302.229,302.229,302.229,302.229
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","May, 2022",242.847638588,242.847638588,242.847638588,242.847638588,1,,242.848,242.848,242.848,242.848,242.848
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022","June, 2022",206.568407855,206.568407855,206.568407855,206.568407855,1,,206.568,206.568,206.568,206.568,206.568
India,Punjab,3,"Calendar Year (Jan - Dec), 2017","August, 2017",277.15933738,277.15933738,277.15933738,277.15933738,1,,277.159,277.159,277.159,277.159,277.159
India,Punjab,3,"Calendar Year (Jan - Dec), 2017","September, 2017",449.5899493,449.5899493,449.5899493,449.5899493,1,,449.59,449.59,449.59,449.59,449.59
India,Punjab,3,"Calendar Year (Jan - Dec), 2017","October, 2017",478.661802838,478.661802838,478.661802838,478.661802838,1,,478.662,478.662,478.662,478.662,478.662
India,Punjab,3,"Calendar Year (Jan - Dec), 2017","November, 2017",488.6274136,488.6274136,488.6274136,488.6274136,1,,488.627,488.627,488.627,488.627,488.627
India,Punjab,3,"Calendar Year (Jan - Dec), 2017","December, 2017",466.5992976,466.5992976,466.5992976,466.5992976,1,,466.599,466.599,466.599,466.599,466.599
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","January, 2018",525.9906628,525.9906628,525.9906628,525.9906628,1,,525.991,525.991,525.991,525.991,525.991
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","February, 2018",498.9236344,498.9236344,498.9236344,498.9236344,1,,498.924,498.924,498.924,498.924,498.924
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","March, 2018",478.4475321,478.4475321,478.4475321,478.4475321,1,,478.448,478.448,478.448,478.448,478.448
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","April, 2018",516.8904599,516.8904599,516.8904599,516.8904599,1,,516.89,516.89,516.89,516.89,516.89
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","May, 2018",382.5705363,382.5705363,382.5705363,382.5705363,1,,382.571,382.571,382.571,382.571,382.571
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","June, 2018",472.6300906,472.6300906,472.6300906,472.6300906,1,,472.63,472.63,472.63,472.63,472.63
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","July, 2018",503.5001097,503.5001097,503.5001097,503.5001097,1,,503.5,503.5,503.5,503.5,503.5
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","August, 2018",474.052911374,474.052911374,474.052911374,474.052911374,1,,474.053,474.053,474.053,474.053,474.053
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","September, 2018",533.6120118,533.6120118,533.6120118,533.6120118,1,,533.612,533.612,533.612,533.612,533.612
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","October, 2018",499.6108604,499.6108604,499.6108604,499.6108604,1,,499.611,499.611,499.611,499.611,499.611
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","November, 2018",445.9062022,445.9062022,445.9062022,445.9062022,1,,445.906,445.906,445.906,445.906,445.906
India,Punjab,3,"Calendar Year (Jan - Dec), 2018","December, 2018",510.330392,510.330392,510.330392,510.330392,1,,510.33,510.33,510.33,510.33,510.33
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","January, 2019",486.3315549,486.3315549,486.3315549,486.3315549,1,,486.332,486.332,486.332,486.332,486.332
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","February, 2019",512.907797568,512.907797568,512.907797568,512.907797568,1,,512.908,512.908,512.908,512.908,512.908
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","March, 2019",478.8259071,478.8259071,478.8259071,478.8259071,1,,478.826,478.826,478.826,478.826,478.826
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","April, 2019",533.6755551,533.6755551,533.6755551,533.6755551,1,,533.676,533.676,533.676,533.676,533.676
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","May, 2019",498.3376177,498.3376177,498.3376177,498.3376177,1,,498.338,498.338,498.338,498.338,498.338
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","June, 2019",468.7935831,468.7935831,468.7935831,468.7935831,1,,468.794,468.794,468.794,468.794,468.794
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","July, 2019",717.3870302,717.3870302,717.3870302,717.3870302,1,,717.387,717.387,717.387,717.387,717.387
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","August, 2019",519.5042362722,519.5042362722,519.5042362722,519.5042362722,1,,519.504,519.504,519.504,519.504,519.504
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","September, 2019",562.9245878,562.9245878,562.9245878,562.9245878,1,,562.925,562.925,562.925,562.925,562.925
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","October, 2019",449.4191705,449.4191705,449.4191705,449.4191705,1,,449.419,449.419,449.419,449.419,449.419
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","November, 2019",541.5681827,541.5681827,541.5681827,541.5681827,1,,541.568,541.568,541.568,541.568,541.568
India,Punjab,3,"Calendar Year (Jan - Dec), 2019","December, 2019",501.0,501.0,501.0,501.0,1,,501.0,501.0,501.0,501.0,501.0
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","January, 2020",625.0,625.0,625.0,625.0,1,,625.0,625.0,625.0,625.0,625.0
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","February, 2020",619.7,619.7,619.7,619.7,1,,619.7,619.7,619.7,619.7,619.7
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","March, 2020",528.5938859,528.5938859,528.5938859,528.5938859,1,,528.594,528.594,528.594,528.594,528.594
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","April, 2020",54.34,54.34,54.34,54.34,1,,54.34,54.34,54.34,54.34,54.34
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","May, 2020",273.36,273.36,273.36,273.36,1,,273.36,273.36,273.36,273.36,273.36
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","June, 2020",361.6,361.6,361.6,361.6,1,,361.6,361.6,361.6,361.6,361.6
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","July, 2020",613.746691192,613.746691192,613.746691192,613.746691192,1,,613.747,613.747,613.747,613.747,613.747
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","August, 2020",530.117244209,530.117244209,530.117244209,530.117244209,1,,530.117,530.117,530.117,530.117,530.117
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","September, 2020",571.507300892,571.507300892,571.507300892,571.507300892,1,,571.507,571.507,571.507,571.507,571.507
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","October, 2020",522.762813411,522.762813411,522.762813411,522.762813411,1,,522.763,522.763,522.763,522.763,522.763
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","November, 2020",518.960216997,518.960216997,518.960216997,518.960216997,1,,518.96,518.96,518.96,518.96,518.96
India,Punjab,3,"Calendar Year (Jan - Dec), 2020","December, 2020",535.529318074,535.529318074,535.529318074,535.529318074,1,,535.529,535.529,535.529,535.529,535.529
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","January, 2021",619.657995701,619.657995701,619.657995701,619.657995701,1,,619.658,619.658,619.658,619.658,619.658
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","February, 2021",543.027682403,543.027682403,543.027682403,543.027682403,1,,543.028,543.028,543.028,543.028,543.028
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","March, 2021",576.981817316,576.981817316,576.981817316,576.981817316,1,,576.982,576.982,576.982,576.982,576.982
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","April, 2021",753.154644277,753.154644277,753.154644277,753.154644277,1,,753.155,753.155,753.155,753.155,753.155
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","May, 2021",409.218982642,409.218982642,409.218982642,409.218982642,1,,409.219,409.219,409.219,409.219,409.219
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","June, 2021",676.754112921,676.754112921,676.754112921,676.754112921,1,,676.754,676.754,676.754,676.754,676.754
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","July, 2021",858.179364068,858.179364068,858.179364068,858.179364068,1,,858.179,858.179,858.179,858.179,858.179
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","August, 2021",848.691649154,848.691649154,848.691649154,848.691649154,1,,848.692,848.692,848.692,848.692,848.692
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","September, 2021",798.011615012,798.011615012,798.011615012,798.011615012,1,,798.012,798.012,798.012,798.012,798.012
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","October, 2021",628.57483798,628.57483798,628.57483798,628.57483798,1,,628.575,628.575,628.575,628.575,628.575
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","November, 2021",672.825631121,672.825631121,672.825631121,672.825631121,1,,672.826,672.826,672.826,672.826,672.826
India,Punjab,3,"Calendar Year (Jan - Dec), 2021","December, 2021",647.742470221,647.742470221,647.742470221,647.742470221,1,,647.742,647.742,647.742,647.742,647.742
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","January, 2022",813.976837399,813.976837399,813.976837399,813.976837399,1,,813.977,813.977,813.977,813.977,813.977
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","February, 2022",790.153941952,790.153941952,790.153941952,790.153941952,1,,790.154,790.154,790.154,790.154,790.154
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","March, 2022",749.282965257,749.282965257,749.282965257,749.282965257,1,,749.283,749.283,749.283,749.283,749.283
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","April, 2022",947.102136475,947.102136475,947.102136475,947.102136475,1,,947.102,947.102,947.102,947.102,947.102
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","May, 2022",747.087365159,747.087365159,747.087365159,747.087365159,1,,747.087,747.087,747.087,747.087,747.087
India,Punjab,3,"Calendar Year (Jan - Dec), 2022","June, 2022",750.222646842,750.222646842,750.222646842,750.222646842,1,,750.223,750.223,750.223,750.223,750.223
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017","August, 2017",34.907894399,34.907894399,34.907894399,34.907894399,1,,34.908,34.908,34.908,34.908,34.908
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017","September, 2017",56.4019194,56.4019194,56.4019194,56.4019194,1,,56.402,56.402,56.402,56.402,56.402
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017","October, 2017",64.695050165,64.695050165,64.695050165,64.695050165,1,,64.695,64.695,64.695,64.695,64.695
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017","November, 2017",57.516165,57.516165,57.516165,57.516165,1,,57.516,57.516,57.516,57.516,57.516
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017","December, 2017",60.3601771,60.3601771,60.3601771,60.3601771,1,,60.36,60.36,60.36,60.36,60.36
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","January, 2018",63.5817111,63.5817111,63.5817111,63.5817111,1,,63.582,63.582,63.582,63.582,63.582
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","February, 2018",56.8274966,56.8274966,56.8274966,56.8274966,1,,56.827,56.827,56.827,56.827,56.827
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","March, 2018",59.4119343,59.4119343,59.4119343,59.4119343,1,,59.412,59.412,59.412,59.412,59.412
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","April, 2018",67.1868713,67.1868713,67.1868713,67.1868713,1,,67.187,67.187,67.187,67.187,67.187
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","May, 2018",52.4781904,52.4781904,52.4781904,52.4781904,1,,52.478,52.478,52.478,52.478,52.478
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","June, 2018",63.2744606,63.2744606,63.2744606,63.2744606,1,,63.274,63.274,63.274,63.274,63.274
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","July, 2018",68.8439899,68.8439899,68.8439899,68.8439899,1,,68.844,68.844,68.844,68.844,68.844
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","August, 2018",72.287204008,72.287204008,72.287204008,72.287204008,1,,72.287,72.287,72.287,72.287,72.287
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","September, 2018",63.7089739,63.7089739,63.7089739,63.7089739,1,,63.709,63.709,63.709,63.709,63.709
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","October, 2018",66.8343376,66.8343376,66.8343376,66.8343376,1,,66.834,66.834,66.834,66.834,66.834
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","November, 2018",73.3440671,73.3440671,73.3440671,73.3440671,1,,73.344,73.344,73.344,73.344,73.344
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018","December, 2018",75.2340284,75.2340284,75.2340284,75.2340284,1,,75.234,75.234,75.234,75.234,75.234
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","January, 2019",70.5782546,70.5782546,70.5782546,70.5782546,1,,70.578,70.578,70.578,70.578,70.578
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","February, 2019",68.690290554,68.690290554,68.690290554,68.690290554,1,,68.69,68.69,68.69,68.69,68.69
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","March, 2019",66.5564157,66.5564157,66.5564157,66.5564157,1,,66.556,66.556,66.556,66.556,66.556
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","April, 2019",65.3740886,65.3740886,65.3740886,65.3740886,1,,65.374,65.374,65.374,65.374,65.374
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","May, 2019",75.1019699,75.1019699,75.1019699,75.1019699,1,,75.102,75.102,75.102,75.102,75.102
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","June, 2019",64.9192522,64.9192522,64.9192522,64.9192522,1,,64.919,64.919,64.919,64.919,64.919
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","July, 2019",66.1137735,66.1137735,66.1137735,66.1137735,1,,66.114,66.114,66.114,66.114,66.114
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","August, 2019",60.9759898589,60.9759898589,60.9759898589,60.9759898589,1,,60.976,60.976,60.976,60.976,60.976
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","September, 2019",67.4717687,67.4717687,67.4717687,67.4717687,1,,67.472,67.472,67.472,67.472,67.472
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","October, 2019",57.9297598,57.9297598,57.9297598,57.9297598,1,,57.93,57.93,57.93,57.93,57.93
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","November, 2019",85.1474176,85.1474176,85.1474176,85.1474176,1,,85.147,85.147,85.147,85.147,85.147
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019","December, 2019",64.0,64.0,64.0,64.0,1,,64.0,64.0,64.0,64.0,64.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","January, 2020",86.0,86.0,86.0,86.0,1,,86.0,86.0,86.0,86.0,86.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","February, 2020",71.5,71.5,71.5,71.5,1,,71.5,71.5,71.5,71.5,71.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","March, 2020",60.8701632,60.8701632,60.8701632,60.8701632,1,,60.87,60.87,60.87,60.87,60.87
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","April, 2020",4.58,4.58,4.58,4.58,1,,4.58,4.58,4.58,4.58,4.58
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","May, 2020",21.47,21.47,21.47,21.47,1,,21.47,21.47,21.47,21.47,21.47
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","June, 2020",36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","July, 2020",71.377330648,71.377330648,71.377330648,71.377330648,1,,71.377,71.377,71.377,71.377,71.377
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","August, 2020",57.8358117,57.8358117,57.8358117,57.8358117,1,,57.836,57.836,57.836,57.836,57.836
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","September, 2020",68.856405416,68.856405416,68.856405416,68.856405416,1,,68.856,68.856,68.856,68.856,68.856
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","October, 2020",57.15096026,57.15096026,57.15096026,57.15096026,1,,57.151,57.151,57.151,57.151,57.151
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","November, 2020",70.30211254,70.30211254,70.30211254,70.30211254,1,,70.302,70.302,70.302,70.302,70.302
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020","December, 2020",81.943633644,81.943633644,81.943633644,81.943633644,1,,81.944,81.944,81.944,81.944,81.944
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","January, 2021",72.728780466,72.728780466,72.728780466,72.728780466,1,,72.729,72.729,72.729,72.729,72.729
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","February, 2021",67.981865328,67.981865328,67.981865328,67.981865328,1,,67.982,67.982,67.982,67.982,67.982
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","March, 2021",73.154576404,73.154576404,73.154576404,73.154576404,1,,73.155,73.155,73.155,73.155,73.155
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","April, 2021",96.329720944,96.329720944,96.329720944,96.329720944,1,,96.33,96.33,96.33,96.33,96.33
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","May, 2021",40.327285741,40.327285741,40.327285741,40.327285741,1,,40.327,40.327,40.327,40.327,40.327
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","June, 2021",54.040339598,54.040339598,54.040339598,54.040339598,1,,54.04,54.04,54.04,54.04,54.04
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","July, 2021",93.584254612,93.584254612,93.584254612,93.584254612,1,,93.584,93.584,93.584,93.584,93.584
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","August, 2021",102.597321994,102.597321994,102.597321994,102.597321994,1,,102.597,102.597,102.597,102.597,102.597
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","September, 2021",91.465108042,91.465108042,91.465108042,91.465108042,1,,91.465,91.465,91.465,91.465,91.465
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021","October, 2021",92.280232048,92.280232048,92.280232048,92.280232048,1,,92.28,92.28,92.28,92.28,92.28
