Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-3,192.0,192.0,192.0,192.0,1,,192.0,192.0,192.0,192.0,192.0,123.0,123.0,123.0,123.0,1,,123.0,123.0,123.0,123.0,123.0,39.0,39.0,39.0,39.0,1,,39.0,39.0,39.0,39.0,39.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-1,170.0,170.0,170.0,170.0,1,,170.0,170.0,170.0,170.0,170.0,115.0,115.0,115.0,115.0,1,,115.0,115.0,115.0,115.0,115.0,40.0,40.0,40.0,40.0,1,,40.0,40.0,40.0,40.0,40.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-3,170.0,170.0,170.0,170.0,1,,170.0,170.0,170.0,170.0,170.0,112.0,112.0,112.0,112.0,1,,112.0,112.0,112.0,112.0,112.0,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-1,218.0,218.0,218.0,218.0,1,,218.0,218.0,218.0,218.0,218.0,102.0,102.0,102.0,102.0,1,,102.0,102.0,102.0,102.0,102.0,94.0,94.0,94.0,94.0,1,,94.0,94.0,94.0,94.0,94.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-3,218.0,218.0,218.0,218.0,1,,218.0,218.0,218.0,218.0,218.0,156.0,156.0,156.0,156.0,1,,156.0,156.0,156.0,156.0,156.0,48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-1,174.0,174.0,174.0,174.0,1,,174.0,174.0,174.0,174.0,174.0,89.0,89.0,89.0,89.0,1,,89.0,89.0,89.0,89.0,89.0,66.0,66.0,66.0,66.0,1,,66.0,66.0,66.0,66.0,66.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-3,174.0,174.0,174.0,174.0,1,,174.0,174.0,174.0,174.0,174.0,111.0,111.0,111.0,111.0,1,,111.0,111.0,111.0,111.0,111.0,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-1,172.0,172.0,172.0,172.0,1,,172.0,172.0,172.0,172.0,172.0,124.0,124.0,124.0,124.0,1,,124.0,124.0,124.0,124.0,124.0,29.0,29.0,29.0,29.0,1,,29.0,29.0,29.0,29.0,29.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-3,172.0,172.0,172.0,172.0,1,,172.0,172.0,172.0,172.0,172.0,127.0,127.0,127.0,127.0,1,,127.0,127.0,127.0,127.0,127.0,33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-1,228.0,228.0,228.0,228.0,1,,228.0,228.0,228.0,228.0,228.0,105.0,105.0,105.0,105.0,1,,105.0,105.0,105.0,105.0,105.0,80.0,80.0,80.0,80.0,1,,80.0,80.0,80.0,80.0,80.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-3,228.0,228.0,228.0,228.0,1,,228.0,228.0,228.0,228.0,228.0,148.0,148.0,148.0,148.0,1,,148.0,148.0,148.0,148.0,148.0,45.0,45.0,45.0,45.0,1,,45.0,45.0,45.0,45.0,45.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-1,178.0,178.0,178.0,178.0,1,,178.0,178.0,178.0,178.0,178.0,75.0,75.0,75.0,75.0,1,,75.0,75.0,75.0,75.0,75.0,66.0,66.0,66.0,66.0,1,,66.0,66.0,66.0,66.0,66.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-3,178.0,178.0,178.0,178.0,1,,178.0,178.0,178.0,178.0,178.0,122.0,122.0,122.0,122.0,1,,122.0,122.0,122.0,122.0,122.0,25.0,25.0,25.0,25.0,1,,25.0,25.0,25.0,25.0,25.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2022","May, 2022",GSTR-1,176.0,176.0,176.0,176.0,1,,176.0,176.0,176.0,176.0,176.0,91.0,91.0,91.0,91.0,1,,91.0,91.0,91.0,91.0,91.0,41.0,41.0,41.0,41.0,1,,41.0,41.0,41.0,41.0,41.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2022","May, 2022",GSTR-3,176.0,176.0,176.0,176.0,1,,176.0,176.0,176.0,176.0,176.0,119.0,119.0,119.0,119.0,1,,119.0,119.0,119.0,119.0,119.0,19.0,19.0,19.0,19.0,1,,19.0,19.0,19.0,19.0,19.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-1,215930.0,215930.0,215930.0,215930.0,1,,215930.0,215930.0,215930.0,215930.0,215930.0,179651.0,179651.0,179651.0,179651.0,1,,179651.0,179651.0,179651.0,179651.0,179651.0,27423.0,27423.0,27423.0,27423.0,1,,27423.0,27423.0,27423.0,27423.0,27423.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-3,215930.0,215930.0,215930.0,215930.0,1,,215930.0,215930.0,215930.0,215930.0,215930.0,113438.0,113438.0,113438.0,113438.0,1,,113438.0,113438.0,113438.0,113438.0,113438.0,101722.0,101722.0,101722.0,101722.0,1,,101722.0,101722.0,101722.0,101722.0,101722.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-1,127093.0,127093.0,127093.0,127093.0,1,,127093.0,127093.0,127093.0,127093.0,127093.0,107843.0,107843.0,107843.0,107843.0,1,,107843.0,107843.0,107843.0,107843.0,107843.0,11525.0,11525.0,11525.0,11525.0,1,,11525.0,11525.0,11525.0,11525.0,11525.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-3,227531.0,227531.0,227531.0,227531.0,1,,227531.0,227531.0,227531.0,227531.0,227531.0,52149.0,52149.0,52149.0,52149.0,1,,52149.0,52149.0,52149.0,52149.0,52149.0,173191.0,173191.0,173191.0,173191.0,1,,173191.0,173191.0,173191.0,173191.0,173191.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-1,233233.0,233233.0,233233.0,233233.0,1,,233233.0,233233.0,233233.0,233233.0,233233.0,187432.0,187432.0,187432.0,187432.0,1,,187432.0,187432.0,187432.0,187432.0,187432.0,34637.0,34637.0,34637.0,34637.0,1,,34637.0,34637.0,34637.0,34637.0,34637.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-3,233233.0,233233.0,233233.0,233233.0,1,,233233.0,233233.0,233233.0,233233.0,233233.0,117016.0,117016.0,117016.0,117016.0,1,,117016.0,117016.0,117016.0,117016.0,117016.0,114184.0,114184.0,114184.0,114184.0,1,,114184.0,114184.0,114184.0,114184.0,114184.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-1,127401.0,127401.0,127401.0,127401.0,1,,127401.0,127401.0,127401.0,127401.0,127401.0,108168.0,108168.0,108168.0,108168.0,1,,108168.0,108168.0,108168.0,108168.0,108168.0,13084.0,13084.0,13084.0,13084.0,1,,13084.0,13084.0,13084.0,13084.0,13084.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-3,227665.0,227665.0,227665.0,227665.0,1,,227665.0,227665.0,227665.0,227665.0,227665.0,131417.0,131417.0,131417.0,131417.0,1,,131417.0,131417.0,131417.0,131417.0,131417.0,92383.0,92383.0,92383.0,92383.0,1,,92383.0,92383.0,92383.0,92383.0,92383.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-1,129531.0,129531.0,129531.0,129531.0,1,,129531.0,129531.0,129531.0,129531.0,129531.0,108962.0,108962.0,108962.0,108962.0,1,,108962.0,108962.0,108962.0,108962.0,108962.0,14559.0,14559.0,14559.0,14559.0,1,,14559.0,14559.0,14559.0,14559.0,14559.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-1,9277.0,9277.0,9277.0,9277.0,1,,9277.0,9277.0,9277.0,9277.0,9277.0,7407.0,7407.0,7407.0,7407.0,1,,7407.0,7407.0,7407.0,7407.0,7407.0,995.0,995.0,995.0,995.0,1,,995.0,995.0,995.0,995.0,995.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-3,232586.0,232586.0,232586.0,232586.0,1,,232586.0,232586.0,232586.0,232586.0,232586.0,139038.0,139038.0,139038.0,139038.0,1,,139038.0,139038.0,139038.0,139038.0,139038.0,87907.0,87907.0,87907.0,87907.0,1,,87907.0,87907.0,87907.0,87907.0,87907.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-1,234754.0,234754.0,234754.0,234754.0,1,,234754.0,234754.0,234754.0,234754.0,234754.0,184822.0,184822.0,184822.0,184822.0,1,,184822.0,184822.0,184822.0,184822.0,184822.0,39177.0,39177.0,39177.0,39177.0,1,,39177.0,39177.0,39177.0,39177.0,39177.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-3,234754.0,234754.0,234754.0,234754.0,1,,234754.0,234754.0,234754.0,234754.0,234754.0,150254.0,150254.0,150254.0,150254.0,1,,150254.0,150254.0,150254.0,150254.0,150254.0,78404.0,78404.0,78404.0,78404.0,1,,78404.0,78404.0,78404.0,78404.0,78404.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-1,132146.0,132146.0,132146.0,132146.0,1,,132146.0,132146.0,132146.0,132146.0,132146.0,107858.0,107858.0,107858.0,107858.0,1,,107858.0,107858.0,107858.0,107858.0,107858.0,17374.0,17374.0,17374.0,17374.0,1,,17374.0,17374.0,17374.0,17374.0,17374.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-3,238699.0,238699.0,238699.0,238699.0,1,,238699.0,238699.0,238699.0,238699.0,238699.0,142300.0,142300.0,142300.0,142300.0,1,,142300.0,142300.0,142300.0,142300.0,142300.0,89694.0,89694.0,89694.0,89694.0,1,,89694.0,89694.0,89694.0,89694.0,89694.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-1,133611.0,133611.0,133611.0,133611.0,1,,133611.0,133611.0,133611.0,133611.0,133611.0,107297.0,107297.0,107297.0,107297.0,1,,107297.0,107297.0,107297.0,107297.0,107297.0,19048.0,19048.0,19048.0,19048.0,1,,19048.0,19048.0,19048.0,19048.0,19048.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-3,242006.0,242006.0,242006.0,242006.0,1,,242006.0,242006.0,242006.0,242006.0,242006.0,140239.0,140239.0,140239.0,140239.0,1,,140239.0,140239.0,140239.0,140239.0,140239.0,94765.0,94765.0,94765.0,94765.0,1,,94765.0,94765.0,94765.0,94765.0,94765.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-1,245761.0,245761.0,245761.0,245761.0,1,,245761.0,245761.0,245761.0,245761.0,245761.0,182504.0,182504.0,182504.0,182504.0,1,,182504.0,182504.0,182504.0,182504.0,182504.0,50423.0,50423.0,50423.0,50423.0,1,,50423.0,50423.0,50423.0,50423.0,50423.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-3,245761.0,245761.0,245761.0,245761.0,1,,245761.0,245761.0,245761.0,245761.0,245761.0,130090.0,130090.0,130090.0,130090.0,1,,130090.0,130090.0,130090.0,130090.0,130090.0,108287.0,108287.0,108287.0,108287.0,1,,108287.0,108287.0,108287.0,108287.0,108287.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-1,164412.0,164412.0,164412.0,164412.0,1,,164412.0,164412.0,164412.0,164412.0,164412.0,108519.0,108519.0,108519.0,108519.0,1,,108519.0,108519.0,108519.0,108519.0,108519.0,26222.0,26222.0,26222.0,26222.0,1,,26222.0,26222.0,26222.0,26222.0,26222.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-3,252153.0,252153.0,252153.0,252153.0,1,,252153.0,252153.0,252153.0,252153.0,252153.0,84905.0,84905.0,84905.0,84905.0,1,,84905.0,84905.0,84905.0,84905.0,84905.0,154038.0,154038.0,154038.0,154038.0,1,,154038.0,154038.0,154038.0,154038.0,154038.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-1,169073.0,169073.0,169073.0,169073.0,1,,169073.0,169073.0,169073.0,169073.0,169073.0,107917.0,107917.0,107917.0,107917.0,1,,107917.0,107917.0,107917.0,107917.0,107917.0,28733.0,28733.0,28733.0,28733.0,1,,28733.0,28733.0,28733.0,28733.0,28733.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-3,15013.0,15013.0,15013.0,15013.0,1,,15013.0,15013.0,15013.0,15013.0,15013.0,5280.0,5280.0,5280.0,5280.0,1,,5280.0,5280.0,5280.0,5280.0,5280.0,9602.0,9602.0,9602.0,9602.0,1,,9602.0,9602.0,9602.0,9602.0,9602.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-3,258924.0,258924.0,258924.0,258924.0,1,,258924.0,258924.0,258924.0,258924.0,258924.0,150374.0,150374.0,150374.0,150374.0,1,,150374.0,150374.0,150374.0,150374.0,150374.0,92759.0,92759.0,92759.0,92759.0,1,,92759.0,92759.0,92759.0,92759.0,92759.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-1,263762.0,263762.0,263762.0,263762.0,1,,263762.0,263762.0,263762.0,263762.0,263762.0,173277.0,173277.0,173277.0,173277.0,1,,173277.0,173277.0,173277.0,173277.0,173277.0,67438.0,67438.0,67438.0,67438.0,1,,67438.0,67438.0,67438.0,67438.0,67438.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-3,263762.0,263762.0,263762.0,263762.0,1,,263762.0,263762.0,263762.0,263762.0,263762.0,150902.0,150902.0,150902.0,150902.0,1,,150902.0,150902.0,150902.0,150902.0,150902.0,95289.0,95289.0,95289.0,95289.0,1,,95289.0,95289.0,95289.0,95289.0,95289.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-1,173127.0,173127.0,173127.0,173127.0,1,,173127.0,173127.0,173127.0,173127.0,173127.0,99360.0,99360.0,99360.0,99360.0,1,,99360.0,99360.0,99360.0,99360.0,99360.0,40292.0,40292.0,40292.0,40292.0,1,,40292.0,40292.0,40292.0,40292.0,40292.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-3,267922.0,267922.0,267922.0,267922.0,1,,267922.0,267922.0,267922.0,267922.0,267922.0,146964.0,146964.0,146964.0,146964.0,1,,146964.0,146964.0,146964.0,146964.0,146964.0,102548.0,102548.0,102548.0,102548.0,1,,102548.0,102548.0,102548.0,102548.0,102548.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-1,173204.0,173204.0,173204.0,173204.0,1,,173204.0,173204.0,173204.0,173204.0,173204.0,87290.0,87290.0,87290.0,87290.0,1,,87290.0,87290.0,87290.0,87290.0,87290.0,53378.0,53378.0,53378.0,53378.0,1,,53378.0,53378.0,53378.0,53378.0,53378.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-3,15975.0,15975.0,15975.0,15975.0,1,,15975.0,15975.0,15975.0,15975.0,15975.0,9994.0,9994.0,9994.0,9994.0,1,,9994.0,9994.0,9994.0,9994.0,9994.0,5474.0,5474.0,5474.0,5474.0,1,,5474.0,5474.0,5474.0,5474.0,5474.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-3,271146.0,271146.0,271146.0,271146.0,1,,271146.0,271146.0,271146.0,271146.0,271146.0,107133.0,107133.0,107133.0,107133.0,1,,107133.0,107133.0,107133.0,107133.0,107133.0,144954.0,144954.0,144954.0,144954.0,1,,144954.0,144954.0,144954.0,144954.0,144954.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-1,273181.0,273181.0,273181.0,273181.0,1,,273181.0,273181.0,273181.0,273181.0,273181.0,103521.0,103521.0,103521.0,103521.0,1,,103521.0,103521.0,103521.0,103521.0,103521.0,144967.0,144967.0,144967.0,144967.0,1,,144967.0,144967.0,144967.0,144967.0,144967.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-3,273181.0,273181.0,273181.0,273181.0,1,,273181.0,273181.0,273181.0,273181.0,273181.0,167335.0,167335.0,167335.0,167335.0,1,,167335.0,167335.0,167335.0,167335.0,167335.0,87291.0,87291.0,87291.0,87291.0,1,,87291.0,87291.0,87291.0,87291.0,87291.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-1,172895.0,172895.0,172895.0,172895.0,1,,172895.0,172895.0,172895.0,172895.0,172895.0,31176.0,31176.0,31176.0,31176.0,1,,31176.0,31176.0,31176.0,31176.0,31176.0,111979.0,111979.0,111979.0,111979.0,1,,111979.0,111979.0,111979.0,111979.0,111979.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-3,276472.0,276472.0,276472.0,276472.0,1,,276472.0,276472.0,276472.0,276472.0,276472.0,142046.0,142046.0,142046.0,142046.0,1,,142046.0,142046.0,142046.0,142046.0,142046.0,115141.0,115141.0,115141.0,115141.0,1,,115141.0,115141.0,115141.0,115141.0,115141.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-1,173328.0,173328.0,173328.0,173328.0,1,,173328.0,173328.0,173328.0,173328.0,173328.0,36946.0,36946.0,36946.0,36946.0,1,,36946.0,36946.0,36946.0,36946.0,36946.0,107164.0,107164.0,107164.0,107164.0,1,,107164.0,107164.0,107164.0,107164.0,107164.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-1,9858.0,9858.0,9858.0,9858.0,1,,9858.0,9858.0,9858.0,9858.0,9858.0,7544.0,7544.0,7544.0,7544.0,1,,7544.0,7544.0,7544.0,7544.0,7544.0,1428.0,1428.0,1428.0,1428.0,1,,1428.0,1428.0,1428.0,1428.0,1428.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-3,279758.0,279758.0,279758.0,279758.0,1,,279758.0,279758.0,279758.0,279758.0,279758.0,161244.0,161244.0,161244.0,161244.0,1,,161244.0,161244.0,161244.0,161244.0,161244.0,97313.0,97313.0,97313.0,97313.0,1,,97313.0,97313.0,97313.0,97313.0,97313.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-1,281909.0,281909.0,281909.0,281909.0,1,,281909.0,281909.0,281909.0,281909.0,281909.0,49387.0,49387.0,49387.0,49387.0,1,,49387.0,49387.0,49387.0,49387.0,49387.0,205637.0,205637.0,205637.0,205637.0,1,,205637.0,205637.0,205637.0,205637.0,205637.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-3,281909.0,281909.0,281909.0,281909.0,1,,281909.0,281909.0,281909.0,281909.0,281909.0,157990.0,157990.0,157990.0,157990.0,1,,157990.0,157990.0,157990.0,157990.0,157990.0,102667.0,102667.0,102667.0,102667.0,1,,102667.0,102667.0,102667.0,102667.0,102667.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-1,172382.0,172382.0,172382.0,172382.0,1,,172382.0,172382.0,172382.0,172382.0,172382.0,43209.0,43209.0,43209.0,43209.0,1,,43209.0,43209.0,43209.0,43209.0,43209.0,102772.0,102772.0,102772.0,102772.0,1,,102772.0,102772.0,102772.0,102772.0,102772.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-3,285037.0,285037.0,285037.0,285037.0,1,,285037.0,285037.0,285037.0,285037.0,285037.0,143591.0,143591.0,143591.0,143591.0,1,,143591.0,143591.0,143591.0,143591.0,143591.0,119024.0,119024.0,119024.0,119024.0,1,,119024.0,119024.0,119024.0,119024.0,119024.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-1,172548.0,172548.0,172548.0,172548.0,1,,172548.0,172548.0,172548.0,172548.0,172548.0,41236.0,41236.0,41236.0,41236.0,1,,41236.0,41236.0,41236.0,41236.0,41236.0,105181.0,105181.0,105181.0,105181.0,1,,105181.0,105181.0,105181.0,105181.0,105181.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-3,287794.0,287794.0,287794.0,287794.0,1,,287794.0,287794.0,287794.0,287794.0,287794.0,192669.0,192669.0,192669.0,192669.0,1,,192669.0,192669.0,192669.0,192669.0,192669.0,71905.0,71905.0,71905.0,71905.0,1,,71905.0,71905.0,71905.0,71905.0,71905.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-1,291194.0,291194.0,291194.0,291194.0,1,,291194.0,291194.0,291194.0,291194.0,291194.0,51962.0,51962.0,51962.0,51962.0,1,,51962.0,51962.0,51962.0,51962.0,51962.0,207629.0,207629.0,207629.0,207629.0,1,,207629.0,207629.0,207629.0,207629.0,207629.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-3,291194.0,291194.0,291194.0,291194.0,1,,291194.0,291194.0,291194.0,291194.0,291194.0,130752.0,130752.0,130752.0,130752.0,1,,130752.0,130752.0,130752.0,130752.0,130752.0,136340.0,136340.0,136340.0,136340.0,1,,136340.0,136340.0,136340.0,136340.0,136340.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-1,202318.0,202318.0,202318.0,202318.0,1,,202318.0,202318.0,202318.0,202318.0,202318.0,39359.0,39359.0,39359.0,39359.0,1,,39359.0,39359.0,39359.0,39359.0,39359.0,106658.0,106658.0,106658.0,106658.0,1,,106658.0,106658.0,106658.0,106658.0,106658.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-3,292296.0,292296.0,292296.0,292296.0,1,,292296.0,292296.0,292296.0,292296.0,292296.0,157526.0,157526.0,157526.0,157526.0,1,,157526.0,157526.0,157526.0,157526.0,157526.0,105931.0,105931.0,105931.0,105931.0,1,,105931.0,105931.0,105931.0,105931.0,105931.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-1,195184.0,195184.0,195184.0,195184.0,1,,195184.0,195184.0,195184.0,195184.0,195184.0,37638.0,37638.0,37638.0,37638.0,1,,37638.0,37638.0,37638.0,37638.0,37638.0,109107.0,109107.0,109107.0,109107.0,1,,109107.0,109107.0,109107.0,109107.0,109107.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-1,14404.0,14404.0,14404.0,14404.0,1,,14404.0,14404.0,14404.0,14404.0,14404.0,8154.0,8154.0,8154.0,8154.0,1,,8154.0,8154.0,8154.0,8154.0,8154.0,2314.0,2314.0,2314.0,2314.0,1,,2314.0,2314.0,2314.0,2314.0,2314.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-3,292465.0,292465.0,292465.0,292465.0,1,,292465.0,292465.0,292465.0,292465.0,292465.0,170827.0,170827.0,170827.0,170827.0,1,,170827.0,170827.0,170827.0,170827.0,170827.0,94354.0,94354.0,94354.0,94354.0,1,,94354.0,94354.0,94354.0,94354.0,94354.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-1,295913.0,295913.0,295913.0,295913.0,1,,295913.0,295913.0,295913.0,295913.0,295913.0,98773.0,98773.0,98773.0,98773.0,1,,98773.0,98773.0,98773.0,98773.0,98773.0,163275.0,163275.0,163275.0,163275.0,1,,163275.0,163275.0,163275.0,163275.0,163275.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-3,295913.0,295913.0,295913.0,295913.0,1,,295913.0,295913.0,295913.0,295913.0,295913.0,177080.0,177080.0,177080.0,177080.0,1,,177080.0,177080.0,177080.0,177080.0,177080.0,89725.0,89725.0,89725.0,89725.0,1,,89725.0,89725.0,89725.0,89725.0,89725.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-1,189177.0,189177.0,189177.0,189177.0,1,,189177.0,189177.0,189177.0,189177.0,189177.0,30431.0,30431.0,30431.0,30431.0,1,,30431.0,30431.0,30431.0,30431.0,30431.0,118299.0,118299.0,118299.0,118299.0,1,,118299.0,118299.0,118299.0,118299.0,118299.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-3,298709.0,298709.0,298709.0,298709.0,1,,298709.0,298709.0,298709.0,298709.0,298709.0,188243.0,188243.0,188243.0,188243.0,1,,188243.0,188243.0,188243.0,188243.0,188243.0,81113.0,81113.0,81113.0,81113.0,1,,81113.0,81113.0,81113.0,81113.0,81113.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-1,187045.0,187045.0,187045.0,187045.0,1,,187045.0,187045.0,187045.0,187045.0,187045.0,29619.0,29619.0,29619.0,29619.0,1,,29619.0,29619.0,29619.0,29619.0,29619.0,120168.0,120168.0,120168.0,120168.0,1,,120168.0,120168.0,120168.0,120168.0,120168.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-1,20242.0,20242.0,20242.0,20242.0,1,,20242.0,20242.0,20242.0,20242.0,20242.0,8912.0,8912.0,8912.0,8912.0,1,,8912.0,8912.0,8912.0,8912.0,8912.0,7454.0,7454.0,7454.0,7454.0,1,,7454.0,7454.0,7454.0,7454.0,7454.0
