Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-1,185.0,185,185,185,1,,185.0,185.0,185.0,185.0,185.0,58.0,58,58,58,1,,58.0,58.0,58.0,58.0,58.0,27.0,27,27,27,1,,27.0,27.0,27.0,27.0,27.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-3,150500.0,150500,150500,150500,1,,150500.0,150500.0,150500.0,150500.0,150500.0,78655.0,78655,78655,78655,1,,78655.0,78655.0,78655.0,78655.0,78655.0,62130.0,62130,62130,62130,1,,62130.0,62130.0,62130.0,62130.0,62130.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-1,153397.0,153397,153397,153397,1,,153397.0,153397.0,153397.0,153397.0,153397.0,71992.0,71992,71992,71992,1,,71992.0,71992.0,71992.0,71992.0,71992.0,60549.0,60549,60549,60549,1,,60549.0,60549.0,60549.0,60549.0,60549.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-3,153397.0,153397,153397,153397,1,,153397.0,153397.0,153397.0,153397.0,153397.0,100945.0,100945,100945,100945,1,,100945.0,100945.0,100945.0,100945.0,100945.0,41103.0,41103,41103,41103,1,,41103.0,41103.0,41103.0,41103.0,41103.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-1,79643.0,79643,79643,79643,1,,79643.0,79643.0,79643.0,79643.0,79643.0,16755.0,16755,16755,16755,1,,16755.0,16755.0,16755.0,16755.0,16755.0,43553.0,43553,43553,43553,1,,43553.0,43553.0,43553.0,43553.0,43553.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-3,155748.0,155748,155748,155748,1,,155748.0,155748.0,155748.0,155748.0,155748.0,100236.0,100236,100236,100236,1,,100236.0,100236.0,100236.0,100236.0,100236.0,43203.0,43203,43203,43203,1,,43203.0,43203.0,43203.0,43203.0,43203.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-1,78780.0,78780,78780,78780,1,,78780.0,78780.0,78780.0,78780.0,78780.0,17356.0,17356,17356,17356,1,,17356.0,17356.0,17356.0,17356.0,17356.0,43800.0,43800,43800,43800,1,,43800.0,43800.0,43800.0,43800.0,43800.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-3,156900.0,156900,156900,156900,1,,156900.0,156900.0,156900.0,156900.0,156900.0,110982.0,110982,110982,110982,1,,110982.0,110982.0,110982.0,110982.0,110982.0,33863.0,33863,33863,33863,1,,33863.0,33863.0,33863.0,33863.0,33863.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-1,155521.0,155521,155521,155521,1,,155521.0,155521.0,155521.0,155521.0,155521.0,97125.0,97125,97125,97125,1,,97125.0,97125.0,97125.0,97125.0,97125.0,40062.0,40062,40062,40062,1,,40062.0,40062.0,40062.0,40062.0,40062.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-3,155521.0,155521,155521,155521,1,,155521.0,155521.0,155521.0,155521.0,155521.0,117329.0,117329,117329,117329,1,,117329.0,117329.0,117329.0,117329.0,117329.0,28915.0,28915,28915,28915,1,,28915.0,28915.0,28915.0,28915.0,28915.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-1,96040.0,96040,96040,96040,1,,96040.0,96040.0,96040.0,96040.0,96040.0,31772.0,31772,31772,31772,1,,31772.0,31772.0,31772.0,31772.0,31772.0,50886.0,50886,50886,50886,1,,50886.0,50886.0,50886.0,50886.0,50886.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-3,96011.0,96011,96011,96011,1,,96011.0,96011.0,96011.0,96011.0,96011.0,57497.0,57497,57497,57497,1,,57497.0,57497.0,57497.0,57497.0,57497.0,30235.0,30235,30235,30235,1,,30235.0,30235.0,30235.0,30235.0,30235.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-1,92820.0,92820,92820,92820,1,,92820.0,92820.0,92820.0,92820.0,92820.0,36180.0,36180,36180,36180,1,,36180.0,36180.0,36180.0,36180.0,36180.0,47859.0,47859,47859,47859,1,,47859.0,47859.0,47859.0,47859.0,47859.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-3,92769.0,92769,92769,92769,1,,92769.0,92769.0,92769.0,92769.0,92769.0,57497.0,57497,57497,57497,1,,57497.0,57497.0,57497.0,57497.0,57497.0,31574.0,31574,31574,31574,1,,31574.0,31574.0,31574.0,31574.0,31574.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-1,153057.0,153057,153057,153057,1,,153057.0,153057.0,153057.0,153057.0,153057.0,59772.0,59772,59772,59772,1,,59772.0,59772.0,59772.0,59772.0,59772.0,82225.0,82225,82225,82225,1,,82225.0,82225.0,82225.0,82225.0,82225.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-3,153057.0,153057,153057,153057,1,,153057.0,153057.0,153057.0,153057.0,153057.0,98317.0,98317,98317,98317,1,,98317.0,98317.0,98317.0,98317.0,98317.0,50979.0,50979,50979,50979,1,,50979.0,50979.0,50979.0,50979.0,50979.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-1,108412.0,108412,108412,108412,1,,108412.0,108412.0,108412.0,108412.0,108412.0,12086.0,12086,12086,12086,1,,12086.0,12086.0,12086.0,12086.0,12086.0,87942.0,87942,87942,87942,1,,87942.0,87942.0,87942.0,87942.0,87942.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-3,108412.0,108412,108412,108412,1,,108412.0,108412.0,108412.0,108412.0,108412.0,19011.0,19011,19011,19011,1,,19011.0,19011.0,19011.0,19011.0,19011.0,85232.0,85232,85232,85232,1,,85232.0,85232.0,85232.0,85232.0,85232.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-1,108534.0,108534,108534,108534,1,,108534.0,108534.0,108534.0,108534.0,108534.0,12031.0,12031,12031,12031,1,,12031.0,12031.0,12031.0,12031.0,12031.0,87813.0,87813,87813,87813,1,,87813.0,87813.0,87813.0,87813.0,87813.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-3,108534.0,108534,108534,108534,1,,108534.0,108534.0,108534.0,108534.0,108534.0,22968.0,22968,22968,22968,1,,22968.0,22968.0,22968.0,22968.0,22968.0,81231.0,81231,81231,81231,1,,81231.0,81231.0,81231.0,81231.0,81231.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-1,155259.0,155259,155259,155259,1,,155259.0,155259.0,155259.0,155259.0,155259.0,46350.0,46350,46350,46350,1,,46350.0,46350.0,46350.0,46350.0,46350.0,96809.0,96809,96809,96809,1,,96809.0,96809.0,96809.0,96809.0,96809.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-3,155259.0,155259,155259,155259,1,,155259.0,155259.0,155259.0,155259.0,155259.0,91481.0,91481,91481,91481,1,,91481.0,91481.0,91481.0,91481.0,91481.0,57976.0,57976,57976,57976,1,,57976.0,57976.0,57976.0,57976.0,57976.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-1,111838.0,111838,111838,111838,1,,111838.0,111838.0,111838.0,111838.0,111838.0,42149.0,42149,42149,42149,1,,42149.0,42149.0,42149.0,42149.0,42149.0,59784.0,59784,59784,59784,1,,59784.0,59784.0,59784.0,59784.0,59784.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-3,111838.0,111838,111838,111838,1,,111838.0,111838.0,111838.0,111838.0,111838.0,77822.0,77822,77822,77822,1,,77822.0,77822.0,77822.0,77822.0,77822.0,28359.0,28359,28359,28359,1,,28359.0,28359.0,28359.0,28359.0,28359.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-1,113722.0,113722,113722,113722,1,,113722.0,113722.0,113722.0,113722.0,113722.0,46373.0,46373,46373,46373,1,,46373.0,46373.0,46373.0,46373.0,46373.0,56653.0,56653,56653,56653,1,,56653.0,56653.0,56653.0,56653.0,56653.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-3,113722.0,113722,113722,113722,1,,113722.0,113722.0,113722.0,113722.0,113722.0,81058.0,81058,81058,81058,1,,81058.0,81058.0,81058.0,81058.0,81058.0,26618.0,26618,26618,26618,1,,26618.0,26618.0,26618.0,26618.0,26618.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-1,160157.0,160157,160157,160157,1,,160157.0,160157.0,160157.0,160157.0,160157.0,72727.0,72727,72727,72727,1,,72727.0,72727.0,72727.0,72727.0,72727.0,73373.0,73373,73373,73373,1,,73373.0,73373.0,73373.0,73373.0,73373.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-3,160157.0,160157,160157,160157,1,,160157.0,160157.0,160157.0,160157.0,160157.0,120630.0,120630,120630,120630,1,,120630.0,120630.0,120630.0,120630.0,120630.0,32239.0,32239,32239,32239,1,,32239.0,32239.0,32239.0,32239.0,32239.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-1,115309.0,115309,115309,115309,1,,115309.0,115309.0,115309.0,115309.0,115309.0,44619.0,44619,44619,44619,1,,44619.0,44619.0,44619.0,44619.0,44619.0,59324.0,59324,59324,59324,1,,59324.0,59324.0,59324.0,59324.0,59324.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-3,115309.0,115309,115309,115309,1,,115309.0,115309.0,115309.0,115309.0,115309.0,84561.0,84561,84561,84561,1,,84561.0,84561.0,84561.0,84561.0,84561.0,24032.0,24032,24032,24032,1,,24032.0,24032.0,24032.0,24032.0,24032.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-1,116530.0,116530,116530,116530,1,,116530.0,116530.0,116530.0,116530.0,116530.0,85064.0,85064,85064,85064,1,,85064.0,85064.0,85064.0,85064.0,85064.0,20227.0,20227,20227,20227,1,,20227.0,20227.0,20227.0,20227.0,20227.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-3,116530.0,116530,116530,116530,1,,116530.0,116530.0,116530.0,116530.0,116530.0,86931.0,86931,86931,86931,1,,86931.0,86931.0,86931.0,86931.0,86931.0,22590.0,22590,22590,22590,1,,22590.0,22590.0,22590.0,22590.0,22590.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-1,164389.0,164389,164389,164389,1,,164389.0,164389.0,164389.0,164389.0,164389.0,71456.0,71456,71456,71456,1,,71456.0,71456.0,71456.0,71456.0,71456.0,77546.0,77546,77546,77546,1,,77546.0,77546.0,77546.0,77546.0,77546.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-3,164389.0,164389,164389,164389,1,,164389.0,164389.0,164389.0,164389.0,164389.0,127564.0,127564,127564,127564,1,,127564.0,127564.0,127564.0,127564.0,127564.0,27211.0,27211,27211,27211,1,,27211.0,27211.0,27211.0,27211.0,27211.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-1,118862.0,118862,118862,118862,1,,118862.0,118862.0,118862.0,118862.0,118862.0,55093.0,55093,55093,55093,1,,55093.0,55093.0,55093.0,55093.0,55093.0,51205.0,51205,51205,51205,1,,51205.0,51205.0,51205.0,51205.0,51205.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-3,118862.0,118862,118862,118862,1,,118862.0,118862.0,118862.0,118862.0,118862.0,88940.0,88940,88940,88940,1,,88940.0,88940.0,88940.0,88940.0,88940.0,21545.0,21545,21545,21545,1,,21545.0,21545.0,21545.0,21545.0,21545.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-1,119046.0,119046,119046,119046,1,,119046.0,119046.0,119046.0,119046.0,119046.0,88056.0,88056,88056,88056,1,,88056.0,88056.0,88056.0,88056.0,88056.0,18930.0,18930,18930,18930,1,,18930.0,18930.0,18930.0,18930.0,18930.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-3,119046.0,119046,119046,119046,1,,119046.0,119046.0,119046.0,119046.0,119046.0,84381.0,84381,84381,84381,1,,84381.0,84381.0,84381.0,84381.0,84381.0,26796.0,26796,26796,26796,1,,26796.0,26796.0,26796.0,26796.0,26796.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-1,167253.0,167253,167253,167253,1,,167253.0,167253.0,167253.0,167253.0,167253.0,67169.0,67169,67169,67169,1,,67169.0,67169.0,67169.0,67169.0,67169.0,80177.0,80177,80177,80177,1,,80177.0,80177.0,80177.0,80177.0,80177.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-3,167253.0,167253,167253,167253,1,,167253.0,167253.0,167253.0,167253.0,167253.0,119004.0,119004,119004,119004,1,,119004.0,119004.0,119004.0,119004.0,119004.0,34900.0,34900,34900,34900,1,,34900.0,34900.0,34900.0,34900.0,34900.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-1,120558.0,120558,120558,120558,1,,120558.0,120558.0,120558.0,120558.0,120558.0,52252.0,52252,52252,52252,1,,52252.0,52252.0,52252.0,52252.0,52252.0,52104.0,52104,52104,52104,1,,52104.0,52104.0,52104.0,52104.0,52104.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-3,120558.0,120558,120558,120558,1,,120558.0,120558.0,120558.0,120558.0,120558.0,93649.0,93649,93649,93649,1,,93649.0,93649.0,93649.0,93649.0,93649.0,14904.0,14904,14904,14904,1,,14904.0,14904.0,14904.0,14904.0,14904.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2022","May, 2022",GSTR-1,121339.0,121339,121339,121339,1,,121339.0,121339.0,121339.0,121339.0,121339.0,51598.0,51598,51598,51598,1,,51598.0,51598.0,51598.0,51598.0,51598.0,49062.0,49062,49062,49062,1,,49062.0,49062.0,49062.0,49062.0,49062.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2022","May, 2022",GSTR-3,121339.0,121339,121339,121339,1,,121339.0,121339.0,121339.0,121339.0,121339.0,91708.0,91708,91708,91708,1,,91708.0,91708.0,91708.0,91708.0,91708.0,12404.0,12404,12404,12404,1,,12404.0,12404.0,12404.0,12404.0,12404.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-1,139875.0,139875,139875,139875,1,,139875.0,139875.0,139875.0,139875.0,139875.0,96806.0,96806,96806,96806,1,,96806.0,96806.0,96806.0,96806.0,96806.0,25564.0,25564,25564,25564,1,,25564.0,25564.0,25564.0,25564.0,25564.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-3,139875.0,139875,139875,139875,1,,139875.0,139875.0,139875.0,139875.0,139875.0,45509.0,45509,45509,45509,1,,45509.0,45509.0,45509.0,45509.0,45509.0,89446.0,89446,89446,89446,1,,89446.0,89446.0,89446.0,89446.0,89446.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-1,57678.0,57678,57678,57678,1,,57678.0,57678.0,57678.0,57678.0,57678.0,36623.0,36623,36623,36623,1,,36623.0,36623.0,36623.0,36623.0,36623.0,6512.0,6512,6512,6512,1,,6512.0,6512.0,6512.0,6512.0,6512.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-3,154796.0,154796,154796,154796,1,,154796.0,154796.0,154796.0,154796.0,154796.0,43923.0,43923,43923,43923,1,,43923.0,43923.0,43923.0,43923.0,43923.0,101742.0,101742,101742,101742,1,,101742.0,101742.0,101742.0,101742.0,101742.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-1,162133.0,162133,162133,162133,1,,162133.0,162133.0,162133.0,162133.0,162133.0,104518.0,104518,104518,104518,1,,104518.0,104518.0,104518.0,104518.0,104518.0,34312.0,34312,34312,34312,1,,34312.0,34312.0,34312.0,34312.0,34312.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-3,257.0,257,257,257,1,,257.0,257.0,257.0,257.0,257.0,73.0,73,73,73,1,,73.0,73.0,73.0,73.0,73.0,95.0,95,95,95,1,,95.0,95.0,95.0,95.0,95.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-3,162133.0,162133,162133,162133,1,,162133.0,162133.0,162133.0,162133.0,162133.0,64338.0,64338,64338,64338,1,,64338.0,64338.0,64338.0,64338.0,64338.0,87602.0,87602,87602,87602,1,,87602.0,87602.0,87602.0,87602.0,87602.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-1,59901.0,59901,59901,59901,1,,59901.0,59901.0,59901.0,59901.0,59901.0,37458.0,37458,37458,37458,1,,37458.0,37458.0,37458.0,37458.0,37458.0,7482.0,7482,7482,7482,1,,7482.0,7482.0,7482.0,7482.0,7482.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-3,159167.0,159167,159167,159167,1,,159167.0,159167.0,159167.0,159167.0,159167.0,75101.0,75101,75101,75101,1,,75101.0,75101.0,75101.0,75101.0,75101.0,71324.0,71324,71324,71324,1,,71324.0,71324.0,71324.0,71324.0,71324.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-1,61437.0,61437,61437,61437,1,,61437.0,61437.0,61437.0,61437.0,61437.0,37903.0,37903,37903,37903,1,,37903.0,37903.0,37903.0,37903.0,37903.0,8356.0,8356,8356,8356,1,,8356.0,8356.0,8356.0,8356.0,8356.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-3,164732.0,164732,164732,164732,1,,164732.0,164732.0,164732.0,164732.0,164732.0,86492.0,86492,86492,86492,1,,86492.0,86492.0,86492.0,86492.0,86492.0,62455.0,62455,62455,62455,1,,62455.0,62455.0,62455.0,62455.0,62455.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-1,168723.0,168723,168723,168723,1,,168723.0,168723.0,168723.0,168723.0,168723.0,104201.0,104201,104201,104201,1,,104201.0,104201.0,104201.0,104201.0,104201.0,38674.0,38674,38674,38674,1,,38674.0,38674.0,38674.0,38674.0,38674.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,62560.0,62560,62560,62560,1,,62560.0,62560.0,62560.0,62560.0,62560.0,9816.0,9816,9816,9816,1,,9816.0,9816.0,9816.0,9816.0,9816.0,32808.0,32808,32808,32808,1,,32808.0,32808.0,32808.0,32808.0,32808.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-3,168723.0,168723,168723,168723,1,,168723.0,168723.0,168723.0,168723.0,168723.0,97072.0,97072,97072,97072,1,,97072.0,97072.0,97072.0,97072.0,97072.0,54475.0,54475,54475,54475,1,,54475.0,54475.0,54475.0,54475.0,54475.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-1,64080.0,64080,64080,64080,1,,64080.0,64080.0,64080.0,64080.0,64080.0,37265.0,37265,37265,37265,1,,37265.0,37265.0,37265.0,37265.0,37265.0,9747.0,9747,9747,9747,1,,9747.0,9747.0,9747.0,9747.0,9747.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-3,174193.0,174193,174193,174193,1,,174193.0,174193.0,174193.0,174193.0,174193.0,100133.0,100133,100133,100133,1,,100133.0,100133.0,100133.0,100133.0,100133.0,55320.0,55320,55320,55320,1,,55320.0,55320.0,55320.0,55320.0,55320.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-1,65194.0,65194,65194,65194,1,,65194.0,65194.0,65194.0,65194.0,65194.0,36922.0,36922,36922,36922,1,,36922.0,36922.0,36922.0,36922.0,36922.0,10599.0,10599,10599,10599,1,,10599.0,10599.0,10599.0,10599.0,10599.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-3,178748.0,178748,178748,178748,1,,178748.0,178748.0,178748.0,178748.0,178748.0,101524.0,101524,101524,101524,1,,101524.0,101524.0,101524.0,101524.0,101524.0,57428.0,57428,57428,57428,1,,57428.0,57428.0,57428.0,57428.0,57428.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-1,183516.0,183516,183516,183516,1,,183516.0,183516.0,183516.0,183516.0,183516.0,102084.0,102084,102084,102084,1,,102084.0,102084.0,102084.0,102084.0,102084.0,49461.0,49461,49461,49461,1,,49461.0,49461.0,49461.0,49461.0,49461.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-1,187.0,187,187,187,1,,187.0,187.0,187.0,187.0,187.0,52.0,52,52,52,1,,52.0,52.0,52.0,52.0,52.0,30.0,30,30,30,1,,30.0,30.0,30.0,30.0,30.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-3,183516.0,183516,183516,183516,1,,183516.0,183516.0,183516.0,183516.0,183516.0,96060.0,96060,96060,96060,1,,96060.0,96060.0,96060.0,96060.0,96060.0,66168.0,66168,66168,66168,1,,66168.0,66168.0,66168.0,66168.0,66168.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-1,94847.0,94847,94847,94847,1,,94847.0,94847.0,94847.0,94847.0,94847.0,38787.0,38787,38787,38787,1,,38787.0,38787.0,38787.0,38787.0,38787.0,14303.0,14303,14303,14303,1,,14303.0,14303.0,14303.0,14303.0,14303.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-3,186559.0,186559,186559,186559,1,,186559.0,186559.0,186559.0,186559.0,186559.0,75404.0,75404,75404,75404,1,,75404.0,75404.0,75404.0,75404.0,75404.0,90261.0,90261,90261,90261,1,,90261.0,90261.0,90261.0,90261.0,90261.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-1,100711.0,100711,100711,100711,1,,100711.0,100711.0,100711.0,100711.0,100711.0,38554.0,38554,38554,38554,1,,38554.0,38554.0,38554.0,38554.0,38554.0,15493.0,15493,15493,15493,1,,15493.0,15493.0,15493.0,15493.0,15493.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-3,195689.0,195689,195689,195689,1,,195689.0,195689.0,195689.0,195689.0,195689.0,105290.0,105290,105290,105290,1,,105290.0,105290.0,105290.0,105290.0,105290.0,64517.0,64517,64517,64517,1,,64517.0,64517.0,64517.0,64517.0,64517.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-1,200801.0,200801,200801,200801,1,,200801.0,200801.0,200801.0,200801.0,200801.0,99516.0,99516,99516,99516,1,,99516.0,99516.0,99516.0,99516.0,99516.0,61450.0,61450,61450,61450,1,,61450.0,61450.0,61450.0,61450.0,61450.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-3,260.0,260,260,260,1,,260.0,260.0,260.0,260.0,260.0,64.0,64,64,64,1,,64.0,64.0,64.0,64.0,64.0,100.0,100,100,100,1,,100.0,100.0,100.0,100.0,100.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-3,200801.0,200801,200801,200801,1,,200801.0,200801.0,200801.0,200801.0,200801.0,107707.0,107707,107707,107707,1,,107707.0,107707.0,107707.0,107707.0,107707.0,65114.0,65114,65114,65114,1,,65114.0,65114.0,65114.0,65114.0,65114.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-1,104405.0,104405,104405,104405,1,,104405.0,104405.0,104405.0,104405.0,104405.0,36441.0,36441,36441,36441,1,,36441.0,36441.0,36441.0,36441.0,36441.0,19243.0,19243,19243,19243,1,,19243.0,19243.0,19243.0,19243.0,19243.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-3,205957.0,205957,205957,205957,1,,205957.0,205957.0,205957.0,205957.0,205957.0,126142.0,126142,126142,126142,1,,126142.0,126142.0,126142.0,126142.0,126142.0,50379.0,50379,50379,50379,1,,50379.0,50379.0,50379.0,50379.0,50379.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-1,103393.0,103393,103393,103393,1,,103393.0,103393.0,103393.0,103393.0,103393.0,33453.0,33453,33453,33453,1,,33453.0,33453.0,33453.0,33453.0,33453.0,22872.0,22872,22872,22872,1,,22872.0,22872.0,22872.0,22872.0,22872.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-3,211137.0,211137,211137,211137,1,,211137.0,211137.0,211137.0,211137.0,211137.0,109068.0,109068,109068,109068,1,,109068.0,109068.0,109068.0,109068.0,109068.0,70973.0,70973,70973,70973,1,,70973.0,70973.0,70973.0,70973.0,70973.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-1,214949.0,214949,214949,214949,1,,214949.0,214949.0,214949.0,214949.0,214949.0,77291.0,77291,77291,77291,1,,77291.0,77291.0,77291.0,77291.0,77291.0,92654.0,92654,92654,92654,1,,92654.0,92654.0,92654.0,92654.0,92654.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-1,265.0,265,265,265,1,,265.0,265.0,265.0,265.0,265.0,82.0,82,82,82,1,,82.0,82.0,82.0,82.0,82.0,73.0,73,73,73,1,,73.0,73.0,73.0,73.0,73.0
